budget,revenue,original_title,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
6000000,41387687,The Lady in the Van,Nicholas Hytner,based on novel|biography|based on true story,104,Comedy|Drama,BBC Films|TriStar Productions,135,5.9,2015
40000000,34227298,Victor Frankenstein,Paul McGuigan,london|frankenstein|human experiment|reanimated corpse|frankenstein's monster,109,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,408,5.5,2015
0,0,Brothers of the Wind,Gerado Olivares|Otmar Penker,eagle|learning to fly|eagle's feather|father son conflict|bird's nest,98,Adventure|Drama|Family,Terra Mater Factual Studios,11,7.5,2015
8000000,3759286,Anomalisa,Duke Johnson|Charlie Kaufman,sex|depression|existentialism,90,Animation|Comedy|Drama|Romance,Starburns Industries,259,6.7,2015
1800000,0,Bone Tomahawk,S. Craig Zahler,poison|prisoner|murder|rifle|gore,132,Horror|Western|Adventure|Drama,Caliber Media Company|The Fyzz Facility|Realbuilder Productions,220,6.3,2015
0,17671101,Regression,Alejandro AmenÃ¡bar,investigation|memory loss,106,Horror|Mystery|Thriller,The Weinstein Company|HimenÃ³ptero|First Generation Films|Mod Producciones|FilmNation Entertainment,310,5.2,2015
0,0,Pawn Sacrifice,Edward Zwick,chess|cold war|russia|biography|victory,114,Drama,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,148,6.6,2015
0,11472454,The Man Who Knew Infinity,Matt Brown,england|indian|mathematician|biography|cambridge,108,Drama,Animus Films|Edward R. Pressman Film|Kreo Films FZ|Xeitgeist Entertainment Group|American Entertainment Investors,104,7.1,2015
2000000,1477002,The Diary of a Teenage Girl,Marielle Heller,1970s|teenage girl|older man younger woman relationship|based on graphic novel|teenage sexuality,102,Drama|Romance,Caviar Films|Cold Iron Pictures|Archer Gray,186,6.8,2015
0,0,Pay the Ghost,Uli Edel,halloween|police|revenge|burned alive|children,94,Horror|Thriller,Voltage Films|Midnight Kitchen Productions,114,5.3,2015
0,0,The Voices,Marjane Satrapi,violence|psychiatrist|dark|evil|woman director,101,Horror|Thriller|Comedy|Crime,Studio Babelsberg|Mandalay Vision|1984 Private Defense Contractors,371,6.0,2015
0,3643591,Last Knights,Kazuaki Kiriya,loyalty|emperor|castle|sword fight|revenge,115,Action|Adventure,Czech Anglo Productions|Luka Productions,237,6.3,2015
15000000,0,Queen of the Desert,Werner Herzog,middle east|persia|adventurer,128,Drama|History,Benaroya Pictures|H Films|Raslan Company of America,30,6.0,2015
18000000,41325328,Ricki and the Flash,Jonathan Demme,homophobia|rock star|aging|family relationships|divorce,100,Comedy|Drama|Music,Columbia TriStar|Clinica Estetico|LStar Capital,152,5.5,2015
0,0,Miss You Already,Catherine Hardwicke,female friendship|music|friendship|love|cancer,112,Comedy|Drama|Romance,S Films|New Sparta Films,139,7.2,2015
630019,0,Kung Fury,David Sandberg,video game|martial arts|kung fu|hacker|nazis,31,Action|Comedy|Science Fiction|Fantasy,Laser Unicorns,487,7.7,2015
0,1936524,A Bigger Splash,Luca Guadagnino,italy|fish|rock star|vacation|rock concert,120,Crime|Drama|Mystery|Thriller,StudioCanal|Ministero per i Beni e le AttivitÃ  Culturali (MiBAC)|Frenesy Film Company|Sensi Contemporanei Cinema e Audiovisivo|Cota Film,69,5.8,2015
10000000,7587485,While We're Young,Noah Baumbach,marriage|middle age,97,Drama|Comedy,Scott Rudin Productions|A24,265,5.9,2015
40000000,106511453,Get Hard,Etan Cohen,prison|training|framed|embezzlement,100,Comedy,Gary Sanchez Productions|Warner Bros.,661,5.9,2015
60000000,0,The Ridiculous 6,Frank Coraci,wild west,119,Comedy|Western,Happy Madison Productions,252,4.8,2015
0,0,Kill Me Three Times,Kriv Stenders,assassin|dark comedy,90,Comedy|Thriller,Parabolic Pictures|Stable Way Entertainment|Cargo Films|Media House Capital,96,5.1,2015
25000000,24902723,The 33,Patricia Riggen,mining|chile|based on true story|survival|woman director,120,History|Drama,Alcon Entertainment|Phoenix Pictures|Fabula|Half Circle,262,5.8,2015
14000000,16002420,Suffragette,Sarah Gavron,london|biography|feminist|period drama|woman director,106,Drama|History,Ruby Films|PathÃ©|Film4,231,7.1,2015
0,0,45 Years,Andrew Haigh,secret|marriage,95,Drama,The Bureau,167,6.0,2015
6000000,11122090,We Are Your Friends,Max Joseph,dj,96,Drama|Music|Romance,Working Title Films,412,6.2,2015
0,6075,Barely Lethal,Kyle Newman,assassin|high school,96,Adventure|Action|Comedy,A24,215,5.5,2015
0,13192457,Macbeth,Justin Kurzel,scotland|shakespeare|medieval,113,History|Drama|War,Studio Canal|See-Saw Films|Creative Scotland|Film4|Anton Capital Entertainment (ACE),269,6.4,2015
0,16775,Extraction,Steven C. Miller,terrorist|kidnapping|ex cia agent|rescue operation,83,Action|Thriller,Emmett/Furla Films|Oasis Films|Aperture Entertainment|Twirly Films Limited,57,4.2,2015
0,0,Jenny's Wedding,Mary Agnes Donoghue,woman director,94,Comedy|Drama,MM Productions|Merced Media Partners|PalmStar Media,92,5.2,2015
0,0,Descendants,Kenny Ortega,fairy tale|villain|musical|teen movie|teenager,112,Music|Action|Adventure|Comedy|Family,Walt Disney Television,262,6.7,2015
0,0,Tumbledown,Sean Mewshaw,widow|biography|writer|folk singer,105,Music|Romance|Comedy,Echo Films|Bron Studios|Hahnscape,22,6.6,2015
0,30229977,Far from the Madding Crowd,Thomas Vinterberg,sheep|rural setting|housekeeper,119,Romance|Drama,Fox Searchlight Pictures|DNA Films|BBC Films,220,6.9,2015
10000000,85978266,The Second Best Exotic Marigold Hotel,John Madden,old people's home,122,Drama|Comedy,Participant Media|Fox Searchlight|Blueprint Pictures,196,6.4,2015
0,0,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Brandon Vietti,dc comics|based on comic book|super powers|lego,48,Action|Adventure|Animation|Family,Warner Bros. Animation,14,6.4,2015
37000000,26250020,Aloha,Cameron Crowe,hawaii|military,105,Adventure|Comedy|Romance,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,469,5.2,2015
26000000,0,Accidental Love,David O. Russell|Stephen Greene,one-night stand|romantic comedy|accidental love,100,Romance|Comedy,K. JAM Media,64,3.6,2015
0,0,Halo: The Fall of Reach,Ian Kirby,video game|based on novel|space war|animation|halo,67,Action|Animation|Science Fiction,343 Industries|The Sequence Group,32,5.3,2015
28000000,7002261,Our Brand Is Crisis,David Gordon Green,political campaign|south america,108,Drama|Comedy,Participant Media|Smokehouse Pictures,122,5.7,2015
0,0,Into the Forest,Patricia Rozema,female nudity|rape|fire|dancer|based on novel,101,Drama|Science Fiction,Rhombus Media|Bron Studios,57,5.1,2015
0,231737,The Invitation,Karyn Kusama,psychological thriller|psycho thriller|woman director|reunited friends|dinner party,100,Thriller,Pandastorm Pictures,192,6.4,2015
0,0,Open Season: Scared Silly,David Feiss,bear|open season|elliot|boog,85,Animation|Comedy|Family|Adventure,Sony Pictures Animation,33,5.6,2015
0,134552,Cop Car,Jon Watts,sheriff|colorado|murder|suspense|shootout,86,Thriller,Park Pictures|Audax Films|Dark Arts Film|End Cue,174,5.5,2015
0,3214116,Sleeping with Other People,Leslye Headland,sex|cheating|love|male female relationship|woman director,100,Comedy,Sidney Kimmel Entertainment|Gary Sanchez Productions|IM Global,197,6.2,2015
0,8413144,Amy,Asif Kapadia,jazz|drug addiction|overdose|biography|addiction,128,Documentary|Music,On The Corner Films|Universal Music,345,7.5,2015
0,0,Madame Bovary,Sophie Barthes,period piece|social status|extramarital affair|woman director,118,Drama,A Company Filmproduktionsgesellschaft|Aleph Motion Pictures|Aden Film,52,5.3,2015
0,0,The Hallow,Corin Hardy,baby|fairy tale|tree|transformation|mill,97,Fantasy|Horror,Prescience|Bord Scannan na hEireann / Irish Film Board|Fantastic Films|Altitude Film Entertainment|Occupant Entertainment,122,4.9,2015
0,0,Barbie in Princess Power,Zeke Norton,barbie|princess|super powers,74,Family|Animation,Mattel Playground Productions,13,5.5,2015
0,0,Howl,Paul Hyett,england|fire|conductor|chase|transformation,89,Horror,Starchild Pictures,62,4.9,2015
7000000,573335,Freeheld,Peter Sollett,new jersey|equality|lesbian couple|cancer,103,Romance|Drama,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,86,7.1,2015
0,0,Man Up,Ben Palmer,bowling|blind date|party|mistaken identity|wedding anniversary,88,Romance|Comedy,Big Talk Productions|StudioCanal,264,6.5,2015
3000000,695269,Love,Gaspar NoÃ©,paris|sex|sexuality|cocaine|nudity,134,Drama|Romance,Wild Bunch|Les CinÃ©mas de la Zone|Rectangle Productions|Scope Pictures|RT Features,307,4.7,2015
9600000,2541554,Truth,James Vanderbilt,document|biography|one word title|tv reporter|directorial debut,121,Drama,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),89,6.4,2015
0,0,Return to Sender,Fouad Mikati,date|prison|nurse|rape|flirting,95,Thriller,Voltage Pictures|Arrow Films|Boo Pictures,88,5.0,2015
10000000,10835752,Danny Collins,Dan Fogelman,rock star|middle age,107,Comedy|Drama|Music,Big Indie Pictures|ShivHans Pictures,114,6.6,2015
15000000,3020664,Rock the Kasbah,Barry Levinson,jealousy|ex-boyfriend|afghanistan|record producer|last chance,100,Comedy|Music|War,Shangri-La Entertainment|QED International|Dune Films|Venture Forth,56,5.1,2015
2240000,0,Fathers and Daughters,Gabriele Muccino,widow|mental breakdown|family,116,Drama,Andrea Leone Films|Fear of God Films|Busted Shark Productions,142,7.0,2015
1000000,14444999,"Hello, My Name Is Doris",Michael Showalter,dating|middle age,95,Comedy|Drama|Romance,Red Crown Productions|Haven Entertainment,87,6.6,2015
13000000,1784763,The Vatican Tapes,Mark Neveldine,exorcism|anti-christ|exorcists,91,Thriller|Horror,Lakeshore Entertainment|Lionsgate|H2F Entertainment|Pantelion Films,164,4.5,2015
8000000,1411927,99 Homes,Ramin Bahrani,florida|motel|finances|single father|mother son relationship,112,Drama,Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Broad Green Pictures|Noruz Films,121,6.8,2015
14000000,12314651,Hot Tub Time Machine 2,Steve Pink,time travel|sequel|hot tub|duringcreditsstinger,93,Comedy,Paramount Pictures|Metro-Goldwyn-Mayer (MGM),244,5.0,2015
0,0,Knight of Cups,Terrence Malick,celebrity|money|temptation|wealthy man|excess,118,Romance|Drama,Waypoint Entertainment|Dogwood Films,101,5.7,2015
0,0,Mississippi Grind,Ryan Fleck|Anna Boden,poker|gambling|casino|new orleans|roulette,108,Drama,Electric City Entertainment|Sycamore Pictures|Gowanus Projections,74,5.7,2015
0,0,400 Days,Matt Osterman,spacecraft|experiment|simulation|space|astronaut,91,Mystery|Science Fiction|Thriller,New Artists Alliance,98,4.2,2015
0,0,Lava,James Ford Murphy,pixar animated short|animation|pixar|short,7,Animation|Comedy|Family|Fantasy|Music,Pixar Animation Studios,298,7.3,2015
0,0,Extinction,Miguel Ãngel Vivas,mutant|thriller|zombies|zombie apocalypse,110,Drama|Horror|Science Fiction,Vaca Films|La Ferme! Productions|Laokoon Filmgroup|Ombra Films|TelefÃ³nica Studios,135,5.3,2015
8000000,35991087,A Walk in the Woods,Ken Kwapis,hiking|backpacker|friends|appalachian trail,104,Drama|Adventure|Comedy,Wildwood Enterprises|Route One Films,171,5.4,2015
0,0,Clown,Jon Watts,clown|boy|murder|blood|child murder,100,Horror,Zed Filmworks|Cross Creek Pictures|Vertebra Films|PS 260,182,5.2,2015
3300000,64110728,The Lazarus Effect,David Gelb,terror|experiment|afterlife|paranormal|violence,83,Thriller|Horror,Lionsgate|Blumhouse Productions|Chapter One Films,327,4.9,2015
0,0,Batman vs. Robin,Jay Oliva,gotham city|robin|super powers|dollmaker|court of owls,72,Action|Adventure|Animation,Warner Bros. Animation|DC Entertainment,142,6.8,2015
8000000,0,Careful What You Wish For,Elizabeth Allen Rosenbaum,woman director,91,Thriller,Hyde Park Entertainment|Troika Pictures|Amasia Entertainment|Merced Media Partners|Roberi Media,57,5.4,2015
35000000,14431253,Unfinished Business,Ken Scott,europe|business trip,90,Comedy,Studio Babelsberg|Regency Enterprises|Escape Artists|New Regency Pictures,241,4.9,2015
2000000,45431,Lost River,Ryan Gosling,underworld|lost city,95,Fantasy|Thriller,Bold Films|Marc Platt Productions|Phantasma,129,5.7,2015
7000000,0,Criminal Activities,Jackie Earle Haley,mobster|money problems|borrow|trouble|classmates,94,Thriller|Crime|Drama,NeeNee Productions|Capacity Pictures|May Day Movies,67,5.9,2015
12000000,0,Life,Anton Corbijn,james dean|magazine|biography|celebrity|buddy,112,Drama,See-Saw Films,75,5.9,2015
0,45710059,"McFarland, USA",Niki Caro,california|small town|coach|championship|woman director,128,Drama,Walt Disney Pictures|Mayhem Pictures,139,7.4,2015
0,0,X+Y,Morgan Matthews,child prodigy|mathematics|death of father|coming of age|teenager,111,Drama,Original Pictures|Head Gear Films|Minnow Films,133,6.0,2015
3000000,0,Home Sweet Hell,Anthony Burns,wife|murder|black comedy|suburbia|drug,98,Drama|Comedy,Darko Entertainment|Passcode Entertainment|Donnybrook4 Productions,136,4.9,2015
6000000,0,Ooops! Noah is Gone...,Toby Genkel|Sean McCormack,adventure|animal|noah's ark,85,Animation|Adventure|Comedy,Skyline Entertainment|Moetion Films|Ulysses Filmproduktion|Fabrique d'images,50,5.7,2015
0,0,Hot Girls Wanted,Jill Bauer|Ronna Gradus,porno star|craigslist|woman director|sex trade|porno filmmaking,84,Documentary,Two to Tangle Productions,158,5.9,2015
100000,42664410,The Gallows,Travis Cluff|Chris Lofing,gallows|high school|tragedy|hanging|found footage,87,Horror|Thriller,New Line Cinema|Blumhouse Productions|Management 360|Tremendum Pictures,247,5.0,2015
0,0,Dirty Weekend,Neil LaBute,sex|hotel|airport|infidelity|homosexuality,93,Drama|Comedy,Horsethief Pictures,12,4.8,2015
0,0,I Spit on Your Grave III: Vengeance is Mine,R.D. Braunstein,male nudity|rape|detective|nudity|group therapy,91,Horror|Thriller,Cinetel Films,100,5.0,2015
0,0,Experimenter,Michael Almereyda,experiment|biography|controversy,97,History|Drama,FJ Productions|BB Film Productions,94,6.9,2015
10000000,3334927,By the Sea,Angelina Jolie,france|hotel|1970s|grief|travel,122,Drama|Romance,Plan B Entertainment|Jolie Pas|Pellikola,82,5.4,2015
0,0,Woodlawn,Andrew Erwin|Jon Erwin,sport|racism,123,Drama,Sony Pictures,32,6.8,2015
0,0,The Hollow,Sheldon Wilson,monster|island|halloween|curse|storm,90,Horror|TV Movie,Sonar Entertainment,19,5.1,2015
0,0,Visions,Kevin Greutert,horror|vision|pregnant|sight,80,Thriller|Horror,Blumhouse Productions|Chapter One Films,67,5.5,2015
0,1236094,Beyond the Mask,Chad Burns,mercenary,103,Action,Burns Family Studios,13,6.2,2015
0,0,I Am Here,Anders Morgenthaler,prostitute|border|black market|business woman|mortal danger,97,Drama|Thriller,Zentropa Entertainments,18,4.0,2015
0,0,Pressure,Ron Scalpello,survival,91,Drama|Thriller,Isle of Man Film|Bigscope Films|Pinewood Pictures,29,5.0,2015
0,0,Hidden,Ross Duffer|Matt Duffer,helicopter|underground|nightmare|quarantine|outbreak,83,Thriller|Horror,Primal Pictures|Warner Bros.,96,6.5,2015
0,157768,Hell & Back,Tom Gianas|Ross Shuman,orpheus|carnival|hell|stop motion animation|devil,86,Fantasy|Comedy|Animation,Freestyle Releasing|ShadowMachine Films,47,4.3,2015
21000000,0,Robot Overlords,Jon Wright,invasion|robot,90,Adventure|Science Fiction|Action,British Film Institute (BFI)|Northern Ireland Screen|Pinewood Studios|British Film Company|Tempo Productions Limited,63,4.9,2015
0,0,The Man with the Iron Fists 2,Roel ReinÃ©,martial arts|sequel|revenge|slave,90,Action,Living Films|Arcade Pictures|Iron Fists,43,4.7,2015
0,0,Spare Parts,Sean McNamara,m.i.t.|hispanic|high school student|robotics club|car parts,83,Action|Drama|Family,Brookwell-McNamara Entertainment|Pantelion Film|Televisa|Circle of Confusion,38,6.6,2015
0,0,The World Made Straight,David Burris,appalachia|appalachian,119,Drama,Myriad Pictures|Dreambridge Films|Bifrost Pictures,13,5.8,2015
0,0,Last Shift,Anthony DiBlasi,mask|telephone|supernatural|hell|cop,88,Horror|Thriller,Skyra Entertainment,77,5.6,2015
0,0,Frankenstein,Bernard Rose,frankenstein,89,Horror|Thriller,Eclectic pictures|Summerstorm Entertainment|Bad Badger,14,4.5,2015
0,0,Cartel Land,Matthew Heineman,mexico|arizona|cocaine|crack|murder,100,Drama|Documentary,The Documentary Group|Our Time Projects,112,7.5,2015
20000000,0,Superfast!,Jason Friedberg|Aaron Seltzer,spoof|automobile racing,99,Comedy,The Safran Company|3 in the Box,60,4.4,2015
0,0,Chi-Raq,Spike Lee,chicago,127,Music|Drama|Crime|Comedy,40 Acres & A Mule Filmworks|Amazon Studios,33,5.9,2015
5300000,0,Bad Asses on the Bayou,Craig Moss,louisiana|kidnapping,85,Comedy|Action,Sense and Sensibility Ventures|Silver Nitrate,24,5.8,2015
0,13603453,Strange Magic,Gary Rydstrom,elves|musical|aftercreditsstinger|duringcreditsstinger|love potion,99,Music|Animation|Family|Fantasy,Lucasfilm|Touchstone Pictures,68,6.1,2015
9000000,21571189,Black or White,Mike Binder,grieving widower|widower,121,Drama,Treehouse Pictures,72,6.7,2015
0,0,Dead Rising,Zach Lipovsky,chain saw|infection|quarantine|zombies|based on video game,118,Horror|Science Fiction,Di Bonaventura Pictures|Contradiction Films|Dead Rising Productions|Legendary Digital Media,82,4.9,2015
0,0,Deathgasm,Jason Lei Howden,new zealand|college|friendship|teenage boy|metal band,86,Comedy|Horror,The New Zealand Film Commission|Timpson Films|MPI Media Group|Metalheads,83,6.5,2015
